category,title,href,push_count,author,price,date
賣/,Surface Pro 3 i5/8G/256G (降價),/bbs/nb-shopping/M.1486535353.A.A52.html,,henrychang,25000,2017-02-08 14:29:11
徵/,Surface PRO 3 i5 8G/256G ,/bbs/nb-shopping/M.1486465188.A.1EB.html,,devil314143,20000,2017-02-07 18:59:45
e:,Surface pro 3 i5/256g/8g售出,/bbs/nb-shopping/M.1486457177.A.051.html,,vwvwbg,20000,2017-02-07 16:46:14
徵/,Surface Pro 3 i5 8G/256G ,/bbs/nb-shopping/M.1486379389.A.3A5.html,,k829173564,2100023000,2017-02-06 19:09:46
賣/,Surface pro 3 i5/256g/8g(已售出),/bbs/nb-shopping/M.1486310799.A.45F.html,,vwvwbg,20000,2017-02-06 00:06:36
賣/,surface pro 3 128G/4G(已售出),/bbs/nb-shopping/M.1486304809.A.D9E.html,,abc01251,,2017-02-05 22:26:47
徵/,Surface Pro 3 i5 4G/128G,/bbs/nb-shopping/M.1486229821.A.DC1.html,,wanton5566,1200015000,2017-02-05 01:36:59
賣/,Surface PRO 3 I5/4G/128G WIN10 (已售出),/bbs/nb-shopping/M.1486133403.A.288.html,,huntersa,none,2017-02-03 22:49:59
徵/,urface Pro 3 i5 8G/256G,/bbs/nb-shopping/M.1486092184.A.457.html,,k829173564,2000022000,2017-02-03 11:23:01
賣/,surface pro 3 i7 512ssd,/bbs/nb-shopping/M.1485991531.A.E46.html,,Match,28000,2017-02-02 07:25:28
徵/,Surface Pro 3 i5 8G/256G ,/bbs/nb-shopping/M.1485941022.A.96D.html,,k829173564,2000022000,2017-02-01 17:23:39
賣/,surface pro 3 i7 512ssd,/bbs/nb-shopping/M.1485784251.A.770.html,,Match,29000,2017-01-30 21:50:48
賣/,surface pro 3,/bbs/nb-shopping/M.1485609858.A.499.html,,Match,29000,2017-01-28 21:24:16
徵/,Surface PRO 3 i5 8G/256G,/bbs/nb-shopping/M.1485453859.A.CDC.html,,kimi206rc,15000,2017-01-27 02:04:16
徵/,Surface Pro 3 i5 4G/128G(已徵得),/bbs/nb-shopping/M.1485410882.A.37A.html,,ma412002,15000,2017-01-26 14:07:59
賣/,Surface Pro 3 i5/8G/256G ,/bbs/nb-shopping/M.1485181385.A.395.html,,henrychang,26000,2017-01-23 22:23:03
賣/,Surface Pro 3 4G/128G 保固中 ,/bbs/nb-shopping/M.1484836909.A.D57.html,,ewig0522,17999,2017-01-19 22:41:45
賣/,surface pro 3 (售出),/bbs/nb-shopping/M.1483770777.A.8AA.html,,pcikwj,22000,2017-01-07 14:32:55
徵/,surface pro 3 or 4 觸碰手寫筆,/bbs/nb-shopping/M.1483321855.A.D5D.html,,maxtinavicky,,2017-01-02 09:50:53
賣/,Surface Pro 3 i5 128G 保固中 ,/bbs/nb-shopping/M.1482672809.A.951.html,,Jerry0806,19000,2016-12-25 21:33:27
賣/,Surface Pro 3 i5 128G 保固到201704 ,/bbs/nb-shopping/M.1481518643.A.4BF.html,,Jerry0806,23000,2016-12-12 12:57:20
賣/,Surface Pro 3 i5 128g （已售出,/bbs/nb-shopping/M.1481392036.A.2EE.html,,mai11iw3250,none,-1
賣/,Surface Pro 3 i5/8G/256G 含筆/鍵盤 ,/bbs/nb-shopping/M.1481266173.A.2D4.html,,Nokia101,,2016-12-09 14:49:30
賣/,"Surface Pro 3(i5, 128G) 保固內 ",/bbs/nb-shopping/M.1481245051.A.4DD.html,,Jerry0806,23000,2016-12-09 08:57:29
賣/,Surface Pro 3 i5 128g,/bbs/nb-shopping/M.1481214407.A.DBD.html,,mai11iw3250,15000,2016-12-09 00:26:44
賣/,Surface Pro 3 i5 128g,/bbs/nb-shopping/M.1481040786.A.452.html,,mai11iw3250,15000,2016-12-07 00:13:04
賣/,urface Pro 3 i5 128g,/bbs/nb-shopping/M.1480877037.A.E1E.html,,mai11iw3250,16000,2016-12-05 02:43:49
賣/,"Surface Pro 3 (i5, 128GB) 保固內 ",/bbs/nb-shopping/M.1480423728.A.744.html,,Jerry0806,23000,2016-11-29 20:48:46
賣/,Surface pro 3 I5/256G/8G,/bbs/nb-shopping/M.1480097433.A.1E2.html,,xxx60709,none,2016-11-26 02:10:31
賣/,Surface Pro 3 i3/4g/64G,/bbs/nb-shopping/M.1479481159.A.38B.html,,okokay,14000,2016-11-18 22:59:17
賣/,Surface Pro 3 i5 128GB 保固中 ,/bbs/nb-shopping/M.1479480065.A.5C3.html,,Jerry0806,23000,2016-11-18 22:41:03
賣/,Surface Pro 3 i3/4g/64GB,/bbs/nb-shopping/M.1479203005.A.799.html,,okokay,14000,2016-11-15 17:43:23
賣/,icrosoft Surface Pro 3 i5/8G/256 ,/bbs/nb-shopping/M.1479174189.A.D41.html,,xuanxuanxu,,2016-11-15 09:43:06
已售,Surface pro 3 i5/8G/256GSSD 雙鍵盤,/bbs/nb-shopping/M.1478918445.A.658.html,,hoshun,25000,2016-11-12 10:40:42
徵/,surface pro 3（已徵到）,/bbs/nb-shopping/M.1478709799.A.D2F.html,,gjo3i,,2016-11-10 00:43:08
賣/, surface pro 3 故障機 鍵盤 Dock,/bbs/nb-shopping/M.1478320629.A.842.html,,mypku,6500,2016-11-05 12:37:07
賣/,保內 Surface Pro 3 i5 4G/128G,/bbs/nb-shopping/M.1477810367.A.C18.html,,lilaclover,20000,2016-10-30 14:52:44
賣/,保內 Surface pro 3 4G/128G ,/bbs/nb-shopping/M.1477707849.A.146.html,,lilaclover,20000,2016-10-29 10:24:07
賣/,surface pro 3  i5/4/128 三代和四代指紋鍵盤,/bbs/nb-shopping/M.1477657179.A.9D2.html,,wayne311,18000,0201-10-28 20:19:37
賣/,Surface Pro 3 128G,/bbs/nb-shopping/M.1477623094.A.73B.html,,okokay,17000,2016-10-28 10:51:32
賣/,surface pro 3 鍵盤 (藍) ,/bbs/nb-shopping/M.1477509835.A.B39.html,,djsam,900,2016-10-27 03:23:50
賣/,Surface Pro 3 4G/128G 保內,/bbs/nb-shopping/M.1477483750.A.7D3.html,,lilaclover,20000,2016-10-26 20:09:07
賣/,Surface Pro 3 4G/128G 保內,/bbs/nb-shopping/M.1477352490.A.1A8.html,,lilaclover,20000,2016-10-25 07:41:28
賣/,urface pro 3(i5/8g ram/256g SSD) ,/bbs/nb-shopping/M.1477239425.A.CD1.html,,richao,25000,2016-10-24 00:17:03
賣/,Surface Pro 3 4G/128G,/bbs/nb-shopping/M.1477219474.A.A65.html,,lilaclover,20000,2016-10-23 18:44:31
賣/,Surface Pro 3 i5 4G/128G,/bbs/nb-shopping/M.1477141601.A.232.html,,lilaclover,20000,2016-10-22 21:06:38
賣/,urface pro 3,/bbs/nb-shopping/M.1477059254.A.ECD.html,,nothingopen,20000,2016-10-21 22:14:11
徵/,,/bbs/nb-shopping/M.1476802257.A.FAF.html,,fyk,,2016-10-18 22:50:55
賣/,"保固中 Surface Pro 3 (i5,128GB) ",/bbs/nb-shopping/M.1476793175.A.9B8.html,,Jerry0806,22000,2016-10-18 20:19:33
賣/,Surface Pro 3 i5/4G/128Ｇ(賣出),/bbs/nb-shopping/M.1476522640.A.938.html,,vint315,17000,2016-10-15 17:10:36
賣/,Surface Pro 3 i5/8G/256Ｇ ,/bbs/nb-shopping/M.1476196783.A.D14.html,,ZOROxKID,26000,2016-10-11 22:39:40
賣/,Surface Pro 3 4g/128,/bbs/nb-shopping/M.1475933309.A.3FB.html,,kerwinyang74,15000,2016-10-08 21:28:26
賣/,Surface pro 3 I5 4G/128G(已售出),/bbs/nb-shopping/M.1475374599.A.060.html,,a830728,17000,2016-10-02 10:16:37
賣/,（已售出）Surface Pro 3 i5 4G 128GB,/bbs/nb-shopping/M.1474980120.A.EBF.html,,Longness,19500,2016-09-27 20:41:58
徵/,台北 新竹 surface pro 3 or 4,/bbs/nb-shopping/M.1474822785.A.D07.html,,wash0386,,2016-09-26 00:59:42
徵/, Surface pro 3/4 ,/bbs/nb-shopping/M.1474817040.A.DF4.html,,moonya0927,,2016-09-25 23:23:57
賣/,(已售出) Surface pro 3 i5 8g/256g,/bbs/nb-shopping/M.1474812173.A.96C.html,,benson415,20000,2016-09-25 22:02:50
徵/,surface pro 3/4,/bbs/nb-shopping/M.1474806189.A.160.html,,catwhitegod,,2016-09-25 20:23:07
徵/,surface pro 3 OR 4 ,/bbs/nb-shopping/M.1474717925.A.E4B.html,,wash0386,,2016-09-24 19:52:03
賣/,surface pro 3 i5 8g/256g sp3 ,/bbs/nb-shopping/M.1474699441.A.EA7.html,,dsamylife,26000,2016-09-24 14:43:58
賣/,Microsoft Surface Pro 3 i5/8G/256 ,/bbs/nb-shopping/M.1474624407.A.368.html,,xuanxuanxu,,2016-09-23 17:53:24
賣/,Surface Pro 3 i5 128G,/bbs/nb-shopping/M.1474585864.A.726.html,,lilaclover,20000,2016-09-23 07:11:02
徵/,surface pro 3或4,/bbs/nb-shopping/M.1474438470.A.074.html,,catwhitegod,,2016-09-21 14:14:28
e:,icrosoft Surface Pro 3 i5/8G/256 ,/bbs/nb-shopping/M.1474386558.A.6F0.html,,xuanxuanxu,,2016-09-20 23:49:15
徵/,URFACE pro 3 ,/bbs/nb-shopping/M.1474361308.A.8B4.html,,kernel920,,2016-09-20 16:48:26
賣/,Surface Pro 3 i5 128G,/bbs/nb-shopping/M.1474334355.A.00B.html,,lilaclover,20000,2016-09-20 09:19:12
賣/,surface pro 3  i5 128G 8G Ram,/bbs/nb-shopping/M.1473398017.A.FF3.html,,qaz5162,26000,2016-09-09 13:13:31
已售,Surface Pro 3 i5 8G 256G 三年保固,/bbs/nb-shopping/M.1472657204.A.DBB.html,,hoshun,33500,2016-08-31 23:26:41
賣/,Surface Pro 3 i3 4G 64G 售出,/bbs/nb-shopping/M.1472449791.A.BCB.html,,kaiba541,,2016-08-29 13:49:47
賣/,Surface Pro 3 i3 4G 64G 售出,/bbs/nb-shopping/M.1472227621.A.D41.html,,kaiba541,16000,2016-08-27 00:06:57
賣/,surface pro 3 i5 8g 256g含鍵盤,/bbs/nb-shopping/M.1470571710.A.5BA.html,,hitomila,23000,0201-08-07 20:08:27
賣/,surface pro 3 i5 8g 256g含鍵盤,/bbs/nb-shopping/M.1470404560.A.644.html,,hitomila,23000,0201-08-05 21:42:37
徵/,urface Pro 3,/bbs/nb-shopping/M.1469723299.A.32D.html,,bsy116,12000,2016-07-29 00:28:16
徵/,Surface Pro 3 i5/8G/256GB ,/bbs/nb-shopping/M.1469461928.A.64B.html,,y912021,2000023000,2016-07-25 23:52:03
賣/,Surface Pro 3 i5/4G/128G(已售出),/bbs/nb-shopping/M.1468889234.A.E89.html,,homepeople,15000,2016-07-19 08:47:10
徵/,Surface Pro 3 i5/8G/256GB ,/bbs/nb-shopping/M.1468857731.A.EAD.html,,y912021,2000023000,2016-07-19 00:02:06
徵/,Surface Pro 3 i5/8G RAM/256GB,/bbs/nb-shopping/M.1467795535.A.EF1.html,,Marcofu,1850020500,2016-07-06 16:58:52
賣/,Surface pro 3 i5/8G/256G(售出),/bbs/nb-shopping/M.1467746494.A.D50.html,,kiuygtde,21000,2016-07-06 03:21:31
賣/,surface pro 3 i7 8g 256g,/bbs/nb-shopping/M.1467252650.A.4BD.html,,vincenthsu,30000,2016-06-30 10:10:48
賣/,surface pro 3 i5 8G 256G,/bbs/nb-shopping/M.1467068586.A.F2C.html,,Lumia725,21000,2016-06-28 07:03:04
賣/,surface pro 3 i5 8G 256G,/bbs/nb-shopping/M.1466945045.A.934.html,,Lumia725,22000,2016-06-26 20:44:02
賣/,微軟Surface Pro 3 實體鍵盤 (黑) 英,/bbs/nb-shopping/M.1466912830.A.ABF.html,,jeffsherry,none,2016-06-26 11:47:08
賣/,surface pro 3 i5 8G 256G,/bbs/nb-shopping/M.1466827034.A.80F.html,,Lumia725,23000,2016-06-25 11:57:12
賣/,surface pro 3 i5 8G  256G,/bbs/nb-shopping/M.1466706234.A.800.html,,Lumia725,23000,2016-06-24 02:23:51
賣/,微軟Surface Pro 3 實體鍵盤 (黑) 英,/bbs/nb-shopping/M.1466131576.A.125.html,,jeffsherry,none,2016-06-17 10:46:12
賣/,Surface pro 3 8G256G 整新機,/bbs/nb-shopping/M.1465866822.A.94F.html,,inu830605,25600,2016-06-14 09:13:40
賣/,Surface pro 3 8G 256G 整新,/bbs/nb-shopping/M.1465782374.A.0DB.html,,inu830605,26500,2016-06-13 09:46:12
賣/,urface pro 3 Dock 連接基座 ,/bbs/nb-shopping/M.1465223293.A.1E5.html,,jow7511,4000,2016-06-06 22:28:11
賣/,Surface Pro 3 i5/8g/256g ,/bbs/nb-shopping/M.1465222360.A.993.html,,kuraki7up,31800,2016-06-06 22:12:37
賣/,surface pro 3 8g/256g ,/bbs/nb-shopping/M.1465184624.A.026.html,,dsamylife,31500,2016-06-06 11:43:41
賣/, Surface Pro 3 8g/256g 整新,/bbs/nb-shopping/M.1465090175.A.15E.html,,inu830605,31000,2016-06-05 09:29:32
e:,surface pro 3 i5 128g福利品 18888,/bbs/nb-shopping/M.1465030872.A.1BE.html,,UncleRed,none,2016-06-04 17:01:10
賣/,微軟Surface Pro 3 鍵盤(黑)送手寫筆,/bbs/nb-shopping/M.1464676234.A.31A.html,,jeffsherry,none,2016-05-31 14:30:31
賣/,Surface pro 3 實體鍵盤 紫色,/bbs/nb-shopping/M.1464626306.A.C22.html,,Lumia725,none,2016-05-31 00:38:23
徵/,surface pro 3 4G/128G ,/bbs/nb-shopping/M.1464457604.A.612.html,,abc01251,16000,2016-05-29 01:46:42
賣/,Surface Pro 3 i5/8G/256G (售出),/bbs/nb-shopping/M.1464321617.A.977.html,,tnshoho,30000,2016-05-27 12:00:14
賣/,urface Pro 3鍵盤 (黑)英、送手寫筆,/bbs/nb-shopping/M.1464317445.A.E30.html,,jeffsherry,none,2016-05-27 10:50:42
徵/,Surface pro 3 128G版本 ,/bbs/nb-shopping/M.1464186601.A.999.html,,zz11aa44qq77,18000,2016-05-25 22:29:58
賣/,urface Pro 3 4G/128G 含鍵盤、筆 ,/bbs/nb-shopping/M.1464100758.A.3FF.html,,aska911,18500,0201-05-24 22:39:15
徵/,Surface pro 3,/bbs/nb-shopping/M.1464018812.A.F90.html,,Bob0816,20000,2016-05-23 23:53:25
賣/,Surface Pro 3 i5/4g/128g（售出）,/bbs/nb-shopping/M.1463820434.A.FCA.html,,eric20,none,2016-05-21 16:47:11
情報,燦坤Surface Pro 3特價,/bbs/nb-shopping/M.1463577587.A.925.html,,kingsongyy,none,2016-05-18 21:19:45
賣/,surface pro 3 i7 8G 256G  ,/bbs/nb-shopping/M.1463546872.A.BF2.html,,facewash,,2016-05-18 12:47:49
賣/,Surface Pro 3 i5/8G/256G (已售出),/bbs/nb-shopping/M.1463455526.A.CF6.html,,kkddss,25000,2016-05-17 11:25:22
徵/,urface Pro 3 ,/bbs/nb-shopping/M.1463453546.A.1F1.html,,v29marc,10000,2016-05-17 10:52:24
賣/,surface pro 3 i7 8g/512G,/bbs/nb-shopping/M.1463406733.A.D58.html,,pinlon,45000,2016-05-16 21:52:09
賣/,urface pro 3 i5 8g/256G ,/bbs/nb-shopping/M.1463401044.A.04E.html,,Astroboy0803,30000,2016-05-16 20:17:21
賣/,Surface Pro 3 i5/4g/128g ,/bbs/nb-shopping/M.1463364984.A.7F5.html,,eric20,none,2016-05-16 10:16:20
賣/,urface pro 3 i5 8g/256G,/bbs/nb-shopping/M.1463205408.A.2EE.html,,Astroboy0803,30000,2016-05-14 13:56:45
賣/,Surface Pro 3 dock 連接基座 ,/bbs/nb-shopping/M.1462765042.A.E5F.html,,b11m8d,none,2016-05-09 11:37:20
徵/,Surface pro 3  ,/bbs/nb-shopping/M.1462601485.A.E5B.html,,Bob0816,20000,2016-05-07 14:11:20
徵/,徵 Surface Pro 3 4G/128G ,/bbs/nb-shopping/M.1462457440.A.A76.html,,abc01251,,2016-05-05 22:10:37
賣/,Surface Pro 3 i5 128G (已售出),/bbs/nb-shopping/M.1462267350.A.C66.html,,Lugun,,2016-05-03 17:22:27
賣/,Surface Pro 3 i5/8G/256G,/bbs/nb-shopping/M.1461872479.A.187.html,,jack0327,25999,2016-04-29 03:41:17
賣/,urface pro 3 i5/8g/256g升級4代鍵盤 ,/bbs/nb-shopping/M.1461142776.A.EEA.html,,kinwang,33000,2016-04-20 16:59:33
賣/,Surface Pro 3 I5 4G 128G,/bbs/nb-shopping/M.1460949986.A.C89.html,,jeffsherry,21000,2016-04-18 11:26:23
賣/,surface pro 3 i5 8g/256g,/bbs/nb-shopping/M.1460859263.A.B60.html,,greadman,none,2016-04-17 10:14:20
情報,Surface pro 3 燦坤特價,/bbs/nb-shopping/M.1460784928.A.AD8.html,,sweetowen,none,2016-04-16 13:35:25
賣/,Surface Pro 3 I5 4G/128G,/bbs/nb-shopping/M.1460775374.A.6A0.html,,jeffsherry,21000,2016-04-16 10:56:12
賣/,surface pro 3 i5 8g/256g,/bbs/nb-shopping/M.1460558591.A.060.html,,greadman,none,2016-04-13 22:43:08
賣/,urface pro 3 i5 128G未拆含鍵盤 ,/bbs/nb-shopping/M.1460391945.A.B24.html,,joe9527,29500,2016-04-12 00:25:43
選購,MIIX 700 or Surface pro 3 i5/128G,/bbs/nb-shopping/M.1459606348.A.6A5.html,,GoogleMe,none,2016-04-02 22:12:26
賣/,Surface Pro 3 i5/4G/128G,/bbs/nb-shopping/M.1459573426.A.5DF.html,,jeffsherry,23000,2016-04-02 13:03:44
賣/,Surface Pro 3 I5 128 4G 暫售 ,/bbs/nb-shopping/M.1459218956.A.248.html,,TYUGHJBNM,22000,2016-03-29 10:35:53
賣/,surface pro 3 i5/8g/256g (售出),/bbs/nb-shopping/M.1459171328.A.F25.html,,DEXTERSLAB,24500,2016-03-28 21:22:05
徵/,Surface pro 3,/bbs/nb-shopping/M.1458821992.A.6F2.html,,a3118,20000,2016-03-24 20:19:50
賣/,Surface Pro 3 i5/4G/128G ,/bbs/nb-shopping/M.1458703698.A.DE6.html,,DK0408,17500,2016-03-23 11:28:13
賣/,urface Pro 3/i7/8G/256G ,/bbs/nb-shopping/M.1458624111.A.E1E.html,,pangshie,40000,2016-03-22 13:21:49
賣/,Surface Pro 3 128 黑色(更正保固),/bbs/nb-shopping/M.1458572755.A.77A.html,,lorp,20000,2016-03-21 23:05:53
賣/,urface Pro 3 256G/8G 含鍵盤(已售出) ,/bbs/nb-shopping/M.1458486979.A.0D0.html,,srjhyh,25500,2016-03-20 23:16:17
賣/,urface Pro 3 256G/8G 含鍵盤 ,/bbs/nb-shopping/M.1458320552.A.188.html,,srjhyh,25500,2016-03-19 01:02:29
賣/,Surface Pro 3 i5 4G 128G 女用機,/bbs/nb-shopping/M.1458289385.A.08C.html,,s80199,,2016-03-18 16:23:03
賣/,新Surface Pro 3 +鍵盤 i5/128G/4G ,/bbs/nb-shopping/M.1458013460.A.538.html,,cooltyler,26000,2016-03-15 11:44:17
賣/,Surface pro 3 i5/256g/8g 已售出,/bbs/nb-shopping/M.1457938044.A.0EF.html,,D9BANK,24000,2016-03-14 14:47:22
賣/,Surface pro 3 i5/256g/8g 已售出,/bbs/nb-shopping/M.1457801082.A.BAE.html,,alan07,26000,0201-03-13 00:44:40
e:,新Surface Pro 3 +鍵盤 + 基座 i5/128G/4G ,/bbs/nb-shopping/M.1457759986.A.843.html,,cooltyler,32000,2016-03-12 13:19:43
賣/,Surface pro 3 i5/256g/8g 降,/bbs/nb-shopping/M.1457628474.A.559.html,,alan07,26000,2016-03-11 00:47:52
賣/,軟Surface Pro 3 i5/4g/128G ,/bbs/nb-shopping/M.1457530938.A.169.html,,c3100510,27000,2016-03-09 21:42:14
e:,新Surface Pro 3 +鍵盤 + 基座 i5/128G/4G ,/bbs/nb-shopping/M.1457420491.A.2F5.html,,cooltyler,32000,2016-03-08 15:01:29
賣/,Surface pro 3 i5/256g/8g,/bbs/nb-shopping/M.1457280401.A.544.html,,alan07,26300,2016-03-07 00:06:39
賣/,新Surface Pro 3 +鍵盤 + 基座 i5/128G/4G ,/bbs/nb-shopping/M.1457272008.A.BB6.html,,cooltyler,32000,2016-03-06 21:46:45
賣/,urface pro 3 I7/8G/256,/bbs/nb-shopping/M.1457190516.A.189.html,,sicocoon,38888,2016-03-05 23:08:33
徵/,surface pro 3 (i5/128G),/bbs/nb-shopping/M.1457146981.A.CC3.html,,xyz1232100,20000,2016-03-05 11:02:59
賣/,Surface pro 3 i5/256g/8g,/bbs/nb-shopping/M.1456932592.A.2C3.html,,alan07,26300,2016-03-02 23:29:50
賣/,Surface pro 3 i5/256g/8g 降,/bbs/nb-shopping/M.1456757332.A.C34.html,,alan07,26300,2016-02-29 22:48:50
賣/,Surface pro 3 i5/256g/8g 降,/bbs/nb-shopping/M.1456600594.A.B2E.html,,alan07,26300,2016-02-28 03:16:27
賣/,微軟Surface Pro 3 實體鍵盤黑 英文,/bbs/nb-shopping/M.1456378560.A.56A.html,,olymsix,none,2016-02-25 13:35:57
e:,surface pro 3 i5 128g福利品 18888,/bbs/nb-shopping/M.1456336291.A.7B9.html,,UncleRed,none,2016-02-25 01:51:25
賣/,Surface pro 3 i5/256g/8g 降價,/bbs/nb-shopping/M.1456334290.A.EAC.html,,alan07,26500,2016-02-25 01:18:07
賣/,Surface pro 3 i5/256g/8g 降價,/bbs/nb-shopping/M.1456161512.A.826.html,,alan07,26500,2016-02-23 01:18:30
e:,降價 尾牙機 surface pro 3 i5 8,/bbs/nb-shopping/M.1456107640.A.2EA.html,,qaz5162,28000,2016-02-22 10:20:33
賣/,Surface pro 3 i5/256g/8g 降價,/bbs/nb-shopping/M.1456038281.A.D7F.html,,alan07,26500,2016-02-21 15:04:39
賣/,價 尾牙機 surface pro 3 i5 8G 256G,/bbs/nb-shopping/M.1456024588.A.0C2.html,,qaz5162,29000,2016-02-21 11:16:23
賣/,牙機 surface pro 3 i5 8G 256G,/bbs/nb-shopping/M.1455959432.A.3A4.html,,qaz5162,29500,2016-02-20 17:10:24
賣/,Surface pro 3 i5/256g/8g,/bbs/nb-shopping/M.1455952730.A.0E0.html,,alan07,26800,2016-02-20 15:18:47
賣/,尾牙品全新surface pro 3 i5 256G,/bbs/nb-shopping/M.1455895364.A.72B.html,,qaz5162,３１０００,2016-02-19 23:22:37
賣/,SUS UX303LB(可換surface pro 3或4) ,/bbs/nb-shopping/M.1455848764.A.9C1.html,,fcgwiwi,26000,2016-02-19 10:26:02
賣/,Surface pro 3 i5/256g/8g,/bbs/nb-shopping/M.1455810832.A.DEC.html,,alan07,27000,2016-02-18 23:53:50
賣/,Surface pro 3 i5/256g/8g,/bbs/nb-shopping/M.1455714695.A.954.html,,alan07,27000,2016-02-17 21:11:33
賣/,Surface pro 3 i5/256g/8g 降價,/bbs/nb-shopping/M.1455641213.A.8FB.html,,alan07,27000,2016-02-17 00:46:51
賣/,已售出surface pro 3 i5/128g,/bbs/nb-shopping/M.1455612386.A.45F.html,,akichiu,21000,2016-02-16 16:46:23
賣/,Surface pro 3 i5/256g/8g ,/bbs/nb-shopping/M.1455546759.A.049.html,,alan07,27000,2016-02-15 22:32:37
賣/,urface Pro 3 4G/128G 近全新(已賣),/bbs/nb-shopping/M.1455527552.A.86E.html,,justthink,22500,2016-02-15 17:12:30
賣/,微軟Surface Pro 3 實體鍵盤黑 英文,/bbs/nb-shopping/M.1455511881.A.446.html,,olymsix,none,2016-02-15 12:51:18
賣/,Surface pro 3 i5/256g/8g 2w7,/bbs/nb-shopping/M.1455460427.A.2FE.html,,alan07,27000,2016-02-14 22:33:44
賣/,Surface pro 3 i5/256g/8g 降價,/bbs/nb-shopping/M.1455345224.A.CAA.html,,alan07,27500,2016-02-13 14:33:41
賣/,Surface pro 3 i5/256g/8g 降價,/bbs/nb-shopping/M.1455284375.A.AA6.html,,alan07,27500,2016-02-12 21:39:32
賣/,Surface Pro 3 i5/4G/128G 已售,/bbs/nb-shopping/M.1454905487.A.AFB.html,,CJMcCollum,22000,2016-02-08 12:24:45
徵/,Surface pro 3 i5 8G 256GB,/bbs/nb-shopping/M.1454896744.A.B24.html,,Humanoid,none,2016-02-08 09:59:01
賣/,微軟Surface Pro 3 i5-128G,/bbs/nb-shopping/M.1454571423.A.E74.html,,Elaine0807,,2016-02-04 15:37:01
徵/,surface pro 3 (i5/128G) ,/bbs/nb-shopping/M.1454429631.A.4EB.html,,xyz1232100,21000,2016-02-03 00:13:48
徵/,surface pro 3 8G/256G ,/bbs/nb-shopping/M.1454420082.A.76D.html,,heymi19,25000,2016-02-02 21:34:39
賣/,Surface Pro 3 128G 整新 暫售,/bbs/nb-shopping/M.1454335848.A.26B.html,,TYUGHJBNM,22000,2016-02-01 22:10:45
賣/,urface Pro 3全新未拆(售出),/bbs/nb-shopping/M.1454332181.A.6C0.html,,Lord5566,,2016-02-01 21:09:36
賣/,urface Pro 3 (i5/4G/128G)保固內,/bbs/nb-shopping/M.1454248622.A.F43.html,,jeffsherry,24000,2016-01-31 21:57:00
賣/,urface Pro 3 (i5/4G/128G)保固 ,/bbs/nb-shopping/M.1454242413.A.6E3.html,,sskuo,23000,2016-01-31 20:13:31
賣/,urface Pro 3 (i5/4G/128G)保固內,/bbs/nb-shopping/M.1454158678.A.062.html,,jeffsherry,24000,2016-01-30 20:57:55
賣/,Surface Pro 3 (i5/4G/128G),/bbs/nb-shopping/M.1454122292.A.812.html,,ragnarok1992,23000,2016-01-30 10:51:27
賣/,新 Surface Pro 3(i5/8G/256G)售出,/bbs/nb-shopping/M.1454120166.A.4B6.html,,roken1987,,2016-01-30 10:16:03
徵/,Surface pro 3 i3/i5 128g,/bbs/nb-shopping/M.1454061890.A.E8E.html,,dte,1800021000,2016-01-29 18:04:48
賣/,新Surface Pro 3 i5 8GB 256GB(售出),/bbs/nb-shopping/M.1453979442.A.CE0.html,,crazyawp,,0201-01-28 19:10:39
賣/,Surface Pro 3 (i5/4G/128G) ,/bbs/nb-shopping/M.1453864930.A.430.html,,ragnarok1992,,2016-01-27 11:22:08
賣/,urface Pro 3 i5 8GB 256GB  ,/bbs/nb-shopping/M.1453833909.A.222.html,,aaabbbccc634,28500,2016-01-27 02:45:06
賣/,全新 Surface Pro 3 i5 8GB 256GB 8G 256G SP3 ,/bbs/nb-shopping/M.1453818577.A.562.html,,RRYYAANN,29500,2016-01-26 22:29:34
賣/,Surface Pro 3 (i5/4G/128G),/bbs/nb-shopping/M.1453601828.A.19C.html,,DW0000,24000,2016-01-24 10:17:06
賣/,Surface pro 3 鍵盤(紫)和手寫筆(售出),/bbs/nb-shopping/M.1453464177.A.F3B.html,,eric20,,2016-01-22 20:02:54
徵/,Surface pro 3 128G (徵到),/bbs/nb-shopping/M.1453281974.A.367.html,,eric20,21000,2016-01-20 17:26:12
賣/,surface pro 3 i3 64g 便宜賣 ,/bbs/nb-shopping/M.1453007773.A.84C.html,,justenvoy,17000,2016-01-17 13:16:10
賣/,已售出 surface pro 3 i5/4g/128g,/bbs/nb-shopping/M.1452913931.A.790.html,,seiichiro,17888,2016-01-16 11:12:06
賣/,surface pro 3 鍵盤(青藍)type cover3,/bbs/nb-shopping/M.1452778707.A.F7C.html,,eric20,2700,2016-01-14 21:38:24
賣/,微軟 Surface Pro 3 手寫筆(售出）,/bbs/nb-shopping/M.1452580094.A.B40.html,,eric20,750,2016-01-12 14:28:11
賣/,surface pro 3 i5 4g 128gb,/bbs/nb-shopping/M.1452360544.A.9DC.html,,k3329985,,2016-01-10 01:29:01
賣/,Surface pro 3 i5/256g/8g 已出售,/bbs/nb-shopping/M.1452339235.A.897.html,,stu84072,29000,-1
賣/,Surface Pro 3(i5/4G/128G) 已售出,/bbs/nb-shopping/M.1452313979.A.5AD.html,,ragwing,21000,2016-01-09 12:32:57
